ID_PRODUTO;DATA_INICIO;DATA_FIM;PRECO
16;2020-02-01;2020-03-01;238.7
17;2020-02-01;2020-03-01;1967.27
18;2020-02-01;2020-03-01;526.33
19;2020-02-01;2020-03-01;725.74
20;2020-02-01;2020-03-01;3638.93
21;2020-02-01;2020-03-01;141.15
22;2020-02-01;2020-03-01;141.21
23;2020-02-01;2020-03-01;114.29
24;2020-02-01;2020-03-01;271.03
25;2020-02-01;2020-03-01;842.19
26;2020-02-01;2020-03-01;441.88
27;2020-02-01;2020-03-01;902.84
28;2020-02-01;2020-03-01;165.56
29;2020-02-01;2020-03-01;128.52
30;2020-02-01;2020-03-01;191.9
31;2020-02-01;2020-03-01;97.2
32;2020-02-01;2020-03-01;328.77
33;2020-02-01;2020-03-01;392.5
34;2020-02-01;2020-03-01;188.34
35;2020-02-01;2020-03-01;289.74
36;2020-02-01;2020-03-01;279.1
37;2020-02-01;2020-03-01;108.83
38;2020-02-01;2020-03-01;1089.88
39;2020-02-01;2020-03-01;106.85
40;2020-02-01;2020-03-01;107.06
41;2020-02-01;2020-03-01;1617.95
42;2020-02-01;2020-03-01;3042.86
43;2020-02-01;2020-03-01;329.7
44;2020-02-01;2020-03-01;376.72
45;2020-02-01;2020-03-01;185.33
46;2020-02-01;2020-03-01;1254.32
47;2020-02-01;2020-03-01;227.06
48;2020-02-01;2020-03-01;92.16
49;2020-02-01;2020-03-01;164.77
50;2020-02-01;2020-03-01;1084.14
51;2020-02-01;2020-03-01;155.44
52;2020-02-01;2020-03-01;766.4
53;2020-02-01;2020-03-01;111.4
54;2020-02-01;2020-03-01;164.42
55;2020-02-01;2020-03-01;80.83
56;2020-02-01;2020-03-01;650.24
57;2020-02-01;2020-03-01;414.32
58;2020-02-01;2020-03-01;149.47
59;2020-02-01;2020-03-01;193.79
60;2020-02-01;2020-03-01;193.85
61;2020-02-01;2020-03-01;860.2
62;2020-02-01;2020-03-01;76.52
63;2020-02-01;2020-03-01;2686.96
64;2020-02-01;2020-03-01;46.07
65;2020-02-01;2020-03-01;287.62
66;2020-02-01;2020-03-01;257.51
67;2020-02-01;2020-03-01;119.1
68;2020-02-01;2020-03-01;212.69
69;2020-02-01;2020-03-01;81.56
70;2020-02-01;2020-03-01;80.41
71;2020-02-01;2020-03-01;366.82
72;2020-02-01;2020-03-01;251.13
73;2020-02-01;2020-03-01;277.47
74;2020-02-01;2020-03-01;282.74
75;2020-02-01;2020-03-01;186.67
76;2020-02-01;2020-03-01;142.24
77;2020-02-01;2020-03-01;400.25
78;2020-02-01;2020-03-01;245.65
79;2020-02-01;2020-03-01;136.64
80;2020-02-01;2020-03-01;195.6
81;2020-02-01;2020-03-01;2672.69
82;2020-02-01;2020-03-01;86.2
83;2020-02-01;2020-03-01;317.86
84;2020-02-01;2020-03-01;527.29
85;2020-02-01;2020-03-01;131.08
86;2020-02-01;2020-03-01;1542.53
87;2020-02-01;2020-03-01;261.32
88;2020-02-01;2020-03-01;498.65
89;2020-02-01;2020-03-01;125.33
90;2020-02-01;2020-03-01;104.11
91;2020-02-01;2020-03-01;775.64
92;2020-02-01;2020-03-01;135.13
93;2020-02-01;2020-03-01;100.27
94;2020-02-01;2020-03-01;121.03
95;2020-02-01;2020-03-01;154.15
96;2020-02-01;2020-03-01;128.04
97;2020-02-01;2020-03-01;721.0
98;2020-02-01;2020-03-01;81.55
99;2020-02-01;2020-03-01;47.08
100;2020-02-01;2020-03-01;38.43
101;2020-02-01;2020-03-01;160.51
102;2020-02-01;2020-03-01;164.7
103;2020-02-01;2020-03-01;362.13
104;2020-02-01;2020-03-01;494.17
105;2020-02-01;2020-03-01;67.4
1;2020-03-01;2020-04-01;2203.43
2;2020-03-01;2020-04-01;344.46
3;2020-03-01;2020-04-01;4408.33
4;2020-03-01;2020-04-01;1104.29
5;2020-03-01;2020-04-01;382.3
6;2020-03-01;2020-04-01;610.93
7;2020-03-01;2020-04-01;3143.36
8;2020-03-01;2020-04-01;255.73
9;2020-03-01;2020-04-01;50.02
10;2020-03-01;2020-04-01;201.74
11;2020-03-01;2020-04-01;67.7
12;2020-03-01;2020-04-01;4060.73
13;2020-03-01;2020-04-01;1878.32
14;2020-03-01;2020-04-01;2383.1
15;2020-03-01;2020-04-01;3034.86
16;2020-03-01;2020-04-01;244.03
17;2020-03-01;2020-04-01;1910.63
18;2020-03-01;2020-04-01;511.95
19;2020-03-01;2020-04-01;677.16
20;2020-03-01;2020-04-01;3455.74
21;2020-03-01;2020-04-01;154.28
22;2020-03-01;2020-04-01;150.2
23;2020-03-01;2020-04-01;125.01
24;2020-03-01;2020-04-01;248.08
25;2020-03-01;2020-04-01;734.68
26;2020-03-01;2020-04-01;439.65
27;2020-03-01;2020-04-01;793.36
28;2020-03-01;2020-04-01;195.81
29;2020-03-01;2020-04-01;133.43
30;2020-03-01;2020-04-01;210.86
31;2020-03-01;2020-04-01;94.94
32;2020-03-01;2020-04-01;295.0
33;2020-03-01;2020-04-01;418.58
34;2020-03-01;2020-04-01;189.61
35;2020-03-01;2020-04-01;301.82
36;2020-03-01;2020-04-01;295.96
37;2020-03-01;2020-04-01;90.51
38;2020-03-01;2020-04-01;1010.37
39;2020-03-01;2020-04-01;108.81
40;2020-03-01;2020-04-01;107.89
41;2020-03-01;2020-04-01;1398.76
42;2020-03-01;2020-04-01;3190.04
43;2020-03-01;2020-04-01;322.93
44;2020-03-01;2020-04-01;353.16
45;2020-03-01;2020-04-01;198.2
46;2020-03-01;2020-04-01;1207.73
47;2020-03-01;2020-04-01;248.39
48;2020-03-01;2020-04-01;97.05
49;2020-03-01;2020-04-01;139.49
50;2020-03-01;2020-04-01;1166.86
51;2020-03-01;2020-04-01;141.65
52;2020-03-01;2020-04-01;809.6
53;2020-03-01;2020-04-01;127.71
54;2020-03-01;2020-04-01;138.63
55;2020-03-01;2020-04-01;72.69
56;2020-03-01;2020-04-01;719.8
57;2020-03-01;2020-04-01;391.24
58;2020-03-01;2020-04-01;163.7
59;2020-03-01;2020-04-01;191.97
60;2020-03-01;2020-04-01;187.34
61;2020-03-01;2020-04-01;863.38
62;2020-03-01;2020-04-01;83.55
63;2020-03-01;2020-04-01;2723.12
64;2020-03-01;2020-04-01;51.92
65;2020-03-01;2020-04-01;322.49
66;2020-03-01;2020-04-01;242.07
67;2020-03-01;2020-04-01;126.46
68;2020-03-01;2020-04-01;196.5
69;2020-03-01;2020-04-01;88.06
70;2020-03-01;2020-04-01;76.64
71;2020-03-01;2020-04-01;355.26
72;2020-03-01;2020-04-01;250.29
73;2020-03-01;2020-04-01;329.75
74;2020-03-01;2020-04-01;281.53
75;2020-03-01;2020-04-01;168.8
76;2020-03-01;2020-04-01;149.87
77;2020-03-01;2020-04-01;420.51
78;2020-03-01;2020-04-01;274.77
79;2020-03-01;2020-04-01;123.27
80;2020-03-01;2020-04-01;196.9
81;2020-03-01;2020-04-01;2646.38
82;2020-03-01;2020-04-01;77.79
83;2020-03-01;2020-04-01;376.65
84;2020-03-01;2020-04-01;590.8
85;2020-03-01;2020-04-01;128.62
86;2020-03-01;2020-04-01;1607.15
87;2020-03-01;2020-04-01;227.78
88;2020-03-01;2020-04-01;495.63
89;2020-03-01;2020-04-01;108.97
90;2020-03-01;2020-04-01;97.89
91;2020-03-01;2020-04-01;888.64
92;2020-03-01;2020-04-01;157.41
93;2020-03-01;2020-04-01;104.59
94;2020-03-01;2020-04-01;118.14
95;2020-03-01;2020-04-01;146.79
96;2020-03-01;2020-04-01;140.12
97;2020-03-01;2020-04-01;697.78
98;2020-03-01;2020-04-01;96.69
99;2020-03-01;2020-04-01;46.54
100;2020-03-01;2020-04-01;42.7
101;2020-03-01;2020-04-01;151.96
102;2020-03-01;2020-04-01;169.69
103;2020-03-01;2020-04-01;361.46
104;2020-03-01;2020-04-01;511.3
105;2020-03-01;2020-04-01;75.27
1;2020-04-01;2020-05-01;2190.08
2;2020-04-01;2020-05-01;335.35
3;2020-04-01;2020-05-01;4798.71
4;2020-04-01;2020-05-01;1317.99
5;2020-04-01;2020-05-01;431.12
6;2020-04-01;2020-05-01;701.35
7;2020-04-01;2020-05-01;2887.07
8;2020-04-01;2020-05-01;244.65
9;2020-04-01;2020-05-01;54.9
10;2020-04-01;2020-05-01;196.71
11;2020-04-01;2020-05-01;72.3
12;2020-04-01;2020-05-01;4204.4
13;2020-04-01;2020-05-01;1963.52
14;2020-04-01;2020-05-01;2053.83
15;2020-04-01;2020-05-01;3106.81
16;2020-04-01;2020-05-01;262.99
17;2020-04-01;2020-05-01;1713.98
18;2020-04-01;2020-05-01;539.95
19;2020-04-01;2020-05-01;702.05
20;2020-04-01;2020-05-01;3211.94
21;2020-04-01;2020-05-01;153.37
22;2020-04-01;2020-05-01;161.11
23;2020-04-01;2020-05-01;110.08
24;2020-04-01;2020-05-01;239.76
25;2020-04-01;2020-05-01;829.34
26;2020-04-01;2020-05-01;446.74
27;2020-04-01;2020-05-01;826.66
28;2020-04-01;2020-05-01;197.15
29;2020-04-01;2020-05-01;126.65
30;2020-04-01;2020-05-01;198.91
31;2020-04-01;2020-05-01;109.16
32;2020-04-01;2020-05-01;279.61
33;2020-04-01;2020-05-01;380.95
34;2020-04-01;2020-05-01;176.84
35;2020-04-01;2020-05-01;273.98
36;2020-04-01;2020-05-01;320.68
37;2020-04-01;2020-05-01;104.97
38;2020-04-01;2020-05-01;1000.52
39;2020-04-01;2020-05-01;118.51
40;2020-04-01;2020-05-01;98.22
41;2020-04-01;2020-05-01;1559.43
42;2020-04-01;2020-05-01;3344.6
43;2020-04-01;2020-05-01;327.06
44;2020-04-01;2020-05-01;384.45
45;2020-04-01;2020-05-01;212.87
46;2020-04-01;2020-05-01;1211.85
47;2020-04-01;2020-05-01;242.66
48;2020-04-01;2020-05-01;97.19
49;2020-04-01;2020-05-01;156.52
50;2020-04-01;2020-05-01;1171.59
51;2020-04-01;2020-05-01;140.72
52;2020-04-01;2020-05-01;771.7
53;2020-04-01;2020-05-01;119.71
54;2020-04-01;2020-05-01;159.5
55;2020-04-01;2020-05-01;76.18
56;2020-04-01;2020-05-01;699.03
57;2020-04-01;2020-05-01;421.46
58;2020-04-01;2020-05-01;150.05
59;2020-04-01;2020-05-01;198.89
60;2020-04-01;2020-05-01;189.25
61;2020-04-01;2020-05-01;776.2
62;2020-04-01;2020-05-01;86.01
63;2020-04-01;2020-05-01;3059.47
64;2020-04-01;2020-05-01;52.71
65;2020-04-01;2020-05-01;320.74
66;2020-04-01;2020-05-01;249.33
67;2020-04-01;2020-05-01;124.95
68;2020-04-01;2020-05-01;202.86
69;2020-04-01;2020-05-01;91.6
70;2020-04-01;2020-05-01;78.98
71;2020-04-01;2020-05-01;364.3
72;2020-04-01;2020-05-01;251.57
73;2020-04-01;2020-05-01;311.88
74;2020-04-01;2020-05-01;304.68
75;2020-04-01;2020-05-01;162.83
76;2020-04-01;2020-05-01;145.81
77;2020-04-01;2020-05-01;408.2
78;2020-04-01;2020-05-01;263.55
79;2020-04-01;2020-05-01;131.8
80;2020-04-01;2020-05-01;168.6
81;2020-04-01;2020-05-01;2639.66
82;2020-04-01;2020-05-01;80.5
83;2020-04-01;2020-05-01;318.3
84;2020-04-01;2020-05-01;532.92
85;2020-04-01;2020-05-01;119.27
86;2020-04-01;2020-05-01;1627.49
87;2020-04-01;2020-05-01;265.1
88;2020-04-01;2020-05-01;501.95
89;2020-04-01;2020-05-01;124.31
90;2020-04-01;2020-05-01;91.86
91;2020-04-01;2020-05-01;886.09
92;2020-04-01;2020-05-01;164.56
93;2020-04-01;2020-05-01;95.55
94;2020-04-01;2020-05-01;111.37
95;2020-04-01;2020-05-01;138.22
96;2020-04-01;2020-05-01;117.17
97;2020-04-01;2020-05-01;739.11
98;2020-04-01;2020-05-01;89.91
99;2020-04-01;2020-05-01;53.27
100;2020-04-01;2020-05-01;42.09
101;2020-04-01;2020-05-01;147.34
102;2020-04-01;2020-05-01;194.43
103;2020-04-01;2020-05-01;342.06
104;2020-04-01;2020-05-01;477.56
105;2020-04-01;2020-05-01;69.62
1;2020-05-01;2020-06-01;2015.37
2;2020-05-01;2020-06-01;344.59
3;2020-05-01;2020-06-01;5005.71
4;2020-05-01;2020-06-01;1289.12
5;2020-05-01;2020-06-01;373.89
6;2020-05-01;2020-06-01;606.83
7;2020-05-01;2020-06-01;3270.91
8;2020-05-01;2020-06-01;249.37
9;2020-05-01;2020-06-01;45.23
10;2020-05-01;2020-06-01;187.6
11;2020-05-01;2020-06-01;64.08
12;2020-05-01;2020-06-01;4101.04
13;2020-05-01;2020-06-01;1979.65
14;2020-05-01;2020-06-01;2141.2
15;2020-05-01;2020-06-01;2987.45
16;2020-05-01;2020-06-01;268.26
17;2020-05-01;2020-06-01;1847.13
18;2020-05-01;2020-06-01;516.73
19;2020-05-01;2020-06-01;739.65
20;2020-05-01;2020-06-01;3546.71
21;2020-05-01;2020-06-01;153.98
22;2020-05-01;2020-06-01;152.0
23;2020-05-01;2020-06-01;124.8
24;2020-05-01;2020-06-01;228.89
25;2020-05-01;2020-06-01;859.09
26;2020-05-01;2020-06-01;422.5
27;2020-05-01;2020-06-01;846.96
28;2020-05-01;2020-06-01;182.26
29;2020-05-01;2020-06-01;123.79
30;2020-05-01;2020-06-01;198.08
31;2020-05-01;2020-06-01;95.92
32;2020-05-01;2020-06-01;315.94
33;2020-05-01;2020-06-01;367.23
34;2020-05-01;2020-06-01;191.06
35;2020-05-01;2020-06-01;264.83
36;2020-05-01;2020-06-01;313.75
37;2020-05-01;2020-06-01;98.22
38;2020-05-01;2020-06-01;1014.12
39;2020-05-01;2020-06-01;109.55
40;2020-05-01;2020-06-01;91.15
41;2020-05-01;2020-06-01;1577.15
42;2020-05-01;2020-06-01;3021.87
43;2020-05-01;2020-06-01;317.27
44;2020-05-01;2020-06-01;345.8
45;2020-05-01;2020-06-01;212.49
46;2020-05-01;2020-06-01;1231.38
47;2020-05-01;2020-06-01;229.43
48;2020-05-01;2020-06-01;100.08
49;2020-05-01;2020-06-01;162.81
50;2020-05-01;2020-06-01;1086.99
51;2020-05-01;2020-06-01;145.12
52;2020-05-01;2020-06-01;739.91
53;2020-05-01;2020-06-01;112.68
54;2020-05-01;2020-06-01;143.17
55;2020-05-01;2020-06-01;77.47
56;2020-05-01;2020-06-01;766.06
57;2020-05-01;2020-06-01;384.07
58;2020-05-01;2020-06-01;140.98
59;2020-05-01;2020-06-01;195.15
60;2020-05-01;2020-06-01;193.09
61;2020-05-01;2020-06-01;890.54
62;2020-05-01;2020-06-01;84.55
63;2020-05-01;2020-06-01;2635.16
64;2020-05-01;2020-06-01;48.41
65;2020-05-01;2020-06-01;273.89
66;2020-05-01;2020-06-01;248.3
67;2020-05-01;2020-06-01;125.56
68;2020-05-01;2020-06-01;206.75
69;2020-05-01;2020-06-01;89.0
70;2020-05-01;2020-06-01;81.15
71;2020-05-01;2020-06-01;383.58
72;2020-05-01;2020-06-01;272.27
73;2020-05-01;2020-06-01;296.21
74;2020-05-01;2020-06-01;272.57
75;2020-05-01;2020-06-01;162.18
76;2020-05-01;2020-06-01;140.28
77;2020-05-01;2020-06-01;427.86
78;2020-05-01;2020-06-01;237.89
79;2020-05-01;2020-06-01;119.75
80;2020-05-01;2020-06-01;166.26
81;2020-05-01;2020-06-01;2608.04
82;2020-05-01;2020-06-01;86.24
83;2020-05-01;2020-06-01;368.13
84;2020-05-01;2020-06-01;527.64
85;2020-05-01;2020-06-01;109.14
86;2020-05-01;2020-06-01;1362.8
87;2020-05-01;2020-06-01;248.23
88;2020-05-01;2020-06-01;481.71
89;2020-05-01;2020-06-01;112.56
90;2020-05-01;2020-06-01;103.29
91;2020-05-01;2020-06-01;798.15
92;2020-05-01;2020-06-01;164.85
93;2020-05-01;2020-06-01;108.47
94;2020-05-01;2020-06-01;129.95
95;2020-05-01;2020-06-01;152.19
96;2020-05-01;2020-06-01;130.45
97;2020-05-01;2020-06-01;746.75
98;2020-05-01;2020-06-01;82.36
99;2020-05-01;2020-06-01;46.04
100;2020-05-01;2020-06-01;41.6
101;2020-05-01;2020-06-01;143.85
102;2020-05-01;2020-06-01;188.62
103;2020-05-01;2020-06-01;378.26
104;2020-05-01;2020-06-01;534.98
105;2020-05-01;2020-06-01;74.17
1;2020-06-01;2020-07-01;2339.9
2;2020-06-01;2020-07-01;320.65
3;2020-06-01;2020-07-01;4441.48
4;2020-06-01;2020-07-01;1094.96
5;2020-06-01;2020-07-01;419.26
6;2020-06-01;2020-07-01;690.45
7;2020-06-01;2020-07-01;3005.98
8;2020-06-01;2020-07-01;227.61
9;2020-06-01;2020-07-01;54.99
10;2020-06-01;2020-07-01;210.27
11;2020-06-01;2020-07-01;73.33
12;2020-06-01;2020-07-01;4565.59
13;2020-06-01;2020-07-01;1698.01
14;2020-06-01;2020-07-01;2005.9
15;2020-06-01;2020-07-01;2929.0
16;2020-06-01;2020-07-01;271.85
17;2020-06-01;2020-07-01;1820.51
18;2020-06-01;2020-07-01;505.05
19;2020-06-01;2020-07-01;680.25
20;2020-06-01;2020-07-01;3731.35
21;2020-06-01;2020-07-01;156.98
22;2020-06-01;2020-07-01;140.86
23;2020-06-01;2020-07-01;109.9
24;2020-06-01;2020-07-01;246.35
25;2020-06-01;2020-07-01;786.4
26;2020-06-01;2020-07-01;421.06
27;2020-06-01;2020-07-01;908.05
28;2020-06-01;2020-07-01;168.1
29;2020-06-01;2020-07-01;122.43
30;2020-06-01;2020-07-01;185.67
31;2020-06-01;2020-07-01;106.1
32;2020-06-01;2020-07-01;329.21
33;2020-06-01;2020-07-01;373.69
34;2020-06-01;2020-07-01;197.6
35;2020-06-01;2020-07-01;275.4
36;2020-06-01;2020-07-01;276.09
37;2020-06-01;2020-07-01;101.64
38;2020-06-01;2020-07-01;1003.3
39;2020-06-01;2020-07-01;109.1
40;2020-06-01;2020-07-01;102.18
41;2020-06-01;2020-07-01;1455.12
42;2020-06-01;2020-07-01;3136.34
43;2020-06-01;2020-07-01;315.35
44;2020-06-01;2020-07-01;339.19
45;2020-06-01;2020-07-01;214.65
46;2020-06-01;2020-07-01;1138.72
47;2020-06-01;2020-07-01;230.2
48;2020-06-01;2020-07-01;100.2
49;2020-06-01;2020-07-01;146.16
50;2020-06-01;2020-07-01;1185.72
51;2020-06-01;2020-07-01;152.08
52;2020-06-01;2020-07-01;813.31
53;2020-06-01;2020-07-01;121.66
54;2020-06-01;2020-07-01;137.27
55;2020-06-01;2020-07-01;74.69
56;2020-06-01;2020-07-01;715.62
57;2020-06-01;2020-07-01;381.07
58;2020-06-01;2020-07-01;159.12
59;2020-06-01;2020-07-01;194.42
60;2020-06-01;2020-07-01;192.74
61;2020-06-01;2020-07-01;827.42
62;2020-06-01;2020-07-01;74.92
63;2020-06-01;2020-07-01;2746.54
64;2020-06-01;2020-07-01;52.13
65;2020-06-01;2020-07-01;282.73
66;2020-06-01;2020-07-01;274.42
67;2020-06-01;2020-07-01;115.83
68;2020-06-01;2020-07-01;198.78
69;2020-06-01;2020-07-01;85.02
70;2020-06-01;2020-07-01;75.84
71;2020-06-01;2020-07-01;370.86
72;2020-06-01;2020-07-01;253.78
73;2020-06-01;2020-07-01;285.38
74;2020-06-01;2020-07-01;302.76
75;2020-06-01;2020-07-01;167.22
76;2020-06-01;2020-07-01;148.99
77;2020-06-01;2020-07-01;423.6
78;2020-06-01;2020-07-01;252.9
79;2020-06-01;2020-07-01;135.41
80;2020-06-01;2020-07-01;167.14
81;2020-06-01;2020-07-01;2870.69
82;2020-06-01;2020-07-01;76.92
83;2020-06-01;2020-07-01;363.83
84;2020-06-01;2020-07-01;598.58
85;2020-06-01;2020-07-01;121.01
86;2020-06-01;2020-07-01;1502.8
87;2020-06-01;2020-07-01;258.39
88;2020-06-01;2020-07-01;459.59
89;2020-06-01;2020-07-01;120.51
90;2020-06-01;2020-07-01;96.95
91;2020-06-01;2020-07-01;788.24
92;2020-06-01;2020-07-01;155.52
93;2020-06-01;2020-07-01;106.8
94;2020-06-01;2020-07-01;115.31
95;2020-06-01;2020-07-01;151.77
96;2020-06-01;2020-07-01;139.85
97;2020-06-01;2020-07-01;798.56
98;2020-06-01;2020-07-01;91.51
99;2020-06-01;2020-07-01;52.92
100;2020-06-01;2020-07-01;36.41
101;2020-06-01;2020-07-01;159.01
102;2020-06-01;2020-07-01;180.8
103;2020-06-01;2020-07-01;370.01
104;2020-06-01;2020-07-01;531.17
105;2020-06-01;2020-07-01;76.35
1;2020-07-01;2020-08-01;1995.81
2;2020-07-01;2020-08-01;325.2
3;2020-07-01;2020-08-01;5155.09
4;2020-07-01;2020-08-01;1236.62
5;2020-07-01;2020-08-01;428.58
6;2020-07-01;2020-08-01;621.35
7;2020-07-01;2020-08-01;3119.42
8;2020-07-01;2020-08-01;246.66
9;2020-07-01;2020-08-01;46.49
10;2020-07-01;2020-08-01;192.72
11;2020-07-01;2020-08-01;71.16
12;2020-07-01;2020-08-01;4274.22
13;2020-07-01;2020-08-01;1954.35
14;2020-07-01;2020-08-01;2239.57
15;2020-07-01;2020-08-01;2856.36
16;2020-07-01;2020-08-01;251.31
17;2020-07-01;2020-08-01;1888.64
18;2020-07-01;2020-08-01;491.48
19;2020-07-01;2020-08-01;755.03
20;2020-07-01;2020-08-01;3302.64
21;2020-07-01;2020-08-01;163.97
22;2020-07-01;2020-08-01;156.0
23;2020-07-01;2020-08-01;124.33
24;2020-07-01;2020-08-01;260.51
25;2020-07-01;2020-08-01;857.54
26;2020-07-01;2020-08-01;439.28
27;2020-07-01;2020-08-01;829.83
28;2020-07-01;2020-08-01;166.6
29;2020-07-01;2020-08-01;141.2
30;2020-07-01;2020-08-01;184.98
31;2020-07-01;2020-08-01;101.8
32;2020-07-01;2020-08-01;307.7
33;2020-07-01;2020-08-01;375.25
34;2020-07-01;2020-08-01;190.87
35;2020-07-01;2020-08-01;284.93
36;2020-07-01;2020-08-01;282.84
37;2020-07-01;2020-08-01;106.56
38;2020-07-01;2020-08-01;954.57
39;2020-07-01;2020-08-01;113.44
40;2020-07-01;2020-08-01;95.75
41;2020-07-01;2020-08-01;1581.95
42;2020-07-01;2020-08-01;3029.43
43;2020-07-01;2020-08-01;305.99
44;2020-07-01;2020-08-01;361.44
45;2020-07-01;2020-08-01;217.41
46;2020-07-01;2020-08-01;1089.59
47;2020-07-01;2020-08-01;268.31
48;2020-07-01;2020-08-01;95.12
49;2020-07-01;2020-08-01;151.45
50;2020-07-01;2020-08-01;1089.01
51;2020-07-01;2020-08-01;141.38
52;2020-07-01;2020-08-01;719.71
53;2020-07-01;2020-08-01;110.98
54;2020-07-01;2020-08-01;153.43
55;2020-07-01;2020-08-01;87.45
56;2020-07-01;2020-08-01;670.92
57;2020-07-01;2020-08-01;429.97
58;2020-07-01;2020-08-01;162.62
59;2020-07-01;2020-08-01;216.52
60;2020-07-01;2020-08-01;189.91
